,Cep,Rua,Bairro,Lat,Lng,latitudes,longitudes
0,58400002,Rua Presidente João Pessoa,Centro,-229027962,-431026262,-7.2164509,-35.8896766
1,58400006,Praça Félix Araújo,Centro,-7214983600000000,-358935252,-7.2149836,-35.8935252
2,58400008,Rua Quintino Bocaiúva,Centro,-235498801,-466350802,-7.2143392,-35.8935034
3,58400012,Rua Antenor Navarro,Centro,-72178552,-35893437,-7.2178163,-35.8934283
4,58400020,Rua Siqueira Campos,Centro,-235577468,-496813324,-7.2157247,-35.8904759
5,58400025,Rua Presidente Epitácio Pessoa,Centro,-263308671,-488419049,-7.2150132,-35.8874938
6,58400028,Rua João da Silva Pimentel,Centro,-72130686,-358877797,-7.2156394,-35.8891792
7,58400030,Rua Índios Cariris,Centro,-72183218,-358894204,-7.2189203,-35.8892427
8,58400034,Rua Presidente João Pessoa,Centro,-229027962,-431026262,-7.2164509,-35.8896766
9,58400036,Rua João Suassuna,Centro,-72122617,-35896333,-7.2152933,-35.8899158
10,58400038,Rua Iremar Vilarim,Centro,-72155077,-358879058,-7.2155077,-35.8879058
11,58400040,Rua Professor Mauro Luna,Centro,-72131395,-358862197,-7.2131395,-35.8862197
12,58400042,Rua Raimundo Alves da Silva,Centro,-7214639399999990,-358856608,-7.2146394,-35.8856608
13,58400048,Rua Padre Ibiapina,Centro,-37274655,-385403637,-7.2162909,-35.8870945
14,58400050,Rua Augusto Severo,Centro,-300033314,-511890322,-7.2179161,-35.8878906
15,58400052,Avenida Presidente Getúlio Vargas,Centro,-227683636,-471538543,-7.2178311,-35.8913142
16,58400054,Rua Expedicionário do Brasil,Centro,-217893643,-481824663,-7.219182,-35.888223
17,58400056,Rua Índios Cariris,Centro,-72183218,-358894204,-7.2189203,-35.8892427
18,58400058,Avenida Rio Branco,Centro,-229059821,-431773249,-7.2179983,-35.8947274
19,58400060,Rua Jerônimo Gueiros,Centro,-88806053,-364962,-7.2198839,-35.8884353
20,58400062,Rua Dom Pedro II,Centro,-198905141,-4383062779999990,-7.2187447,-35.8960187
21,58400066,Rua Professor José Coelho,Centro,-71168136,-3488104149999990,-7.2202872,-35.8878922
22,58400070,Rua Rui Barbosa,Centro,-235589533,-466453035,-7.2210687,-35.8860228
23,58400076,Rua Miguel Barreto,Centro,-7218349099999990,-35886831,-7.2181187,-35.8867921
24,58400078,Rua Félix Araújo,Centro,-72183113,-358870387,-7.2183491,-35.886831
25,58400081,Rua Theodósio de Oliveira Ledo,Centro,-7164515700000000,-349096018,-7.2188535,-35.8860251
26,58400083,Rua Coronel Demóstenes Barbosa,Centro,-72183182,-3588557,-7.2183064,-35.8855411
27,58400085,Praça da Bandeira,Centro,-229102021,-432122385,-7.2193144,-35.88509
28,58400087,Rua Marquês do Herval,Centro,-300213884,-512007024,-7.2186187,-35.8849538
29,58400090,Rua Venâncio Neiva,Centro,-7218159999999990,-358845104,-7.21816,-35.8845104
30,58400093,Rua Semeão Leal,Centro,-72183242,-358833199,-7.2181883,-35.8831669
31,58400097,Rua Cardoso Vieira,Centro,-72174065,-35883747,-7.2173935,-35.8837345
32,58400100,Rua Maciel Pinheiro,Centro,-71172054,-348890137,-7.2178119,-35.883809
33,58400103,Rua Monsenhor Sales,Centro,-72175707,-358848466,-7.2175199,-35.8846936
34,58400105,Rua Sete de Setembro,Centro,-229054333,-431784447,-7.2169334,-35.8852286
35,58400106,Praça João Rique Ferreira,Centro,-72585192,-358868249,-7.2174327,-35.885705
36,58400107,Praça Tenente Alfredo Dantas,Centro,-72184217,-358852148,-7.2184217,-35.8852148
37,58400110,Rua Barão do Abiaí,Centro,-72167747,-358840122,-7.2164418,-35.8845905
38,58400112,Rua Manoel Cavalcante Belo,Centro,-72167747,-358840122,-7.2218777,-35.8797893
39,58400115,Rua Alexandrino Cavalcanti Belo,Centro,-7216205,-35883557,-7.216205,-35.883557
40,58400117,Rua João Alves de Oliveira,Centro,-242243943,-468676144,-7.2149009,-35.8838722
41,58400120,Rua João Leôncio,Centro,-7215249999999990,-358847192,-7.2152059,-35.8842828
42,58400122,Rua Sandra Borborema,Centro,-7215035699999990,-358847235,-7.2150357,-35.8847235
43,58400126,Rua Vigolvino Wanderley,Centro,-7213883600000000,-358849458,-7.2139221,-35.8849704
44,58400130,Avenida Cajazeiras,Centro,-7106002399999990,-348291938,-7.2142363,-35.8833491
45,58400133,Rua Prefeito Ernani Lauritzen,Centro,-7215571199999990,-358822693,-7.2157043,-35.8818101
46,58400135,Rua Júlia Barreto de Melo,Centro,-72167131,-358813438,-7.2170202,-35.8799463
47,58400137,Rua Governador Agamenon Magalhães,Centro,-254356,-492300095,-7.2112966,-35.8811609
48,58400140,Rua Cristiano Lauritzen,Centro,-72240154,-358816943,-7.207488,-35.892321
49,58400143,Rua Peregrino de Carvalho,Centro,-72175663,-358814012,-7.2175675,-35.8814629
50,58400144,Praça Rosil Cavalcanti,Centro,-72218777,-358797893,-7.2232663,-35.8886192
51,58400145,Rua Conselheiro Eufrasino Barbosa Pontes,Centro,-7208199899999990,-359206393,-7.2182208,-35.8818693
52,58400147,Rua Euclides Vilar,Centro,-72171673,-3588121,-7.2171537,-35.881199
53,58400150,Rua Tavares Cavalcante,Centro,-7217731699999990,-358772405,-7.2172616,-35.8790616
54,58400152,Rua Estelita Cruz,Centro,-7210484000000000,-35879954,-7.210484,-35.879954
55,58400154,Praça Lino de Oliveira Cavalcante,Centro,-7204562699999990,-34846026,-7.2218777,-35.8797893
56,58400156,Rua Vereador Artur Villarim,Centro,-72164515,-358796472,-7.2163507,-35.8801089
57,58400158,Avenida Janúncio Ferreira,Centro,-7215724,-358796017,-7.2154345,-35.879987
58,58400160,Praça Poeta Augusto dos Anjos,Centro,-229099254,-431723904,-7.2245116,-35.8917104
59,58400165,Avenida Marechal Floriano Peixoto,Centro,-25479955,-492479242,-7.2203165,-35.8855522
60,58400170,Rua Santa Clara,Centro,,,-7.2221882,-35.8908983
61,58400171,Parque Evaldo Cruz,Centro,-229686549,-431897744,-7.2219412,-35.8891921
62,58400180,Avenida Marechal Floriano Peixoto,Centro,-25479955,-492479242,-7.2285547,-35.9036625
63,58400182,Rua Manoel Elias,Centro,-300267267,-511202026,-7.203037,-35.8826457
64,58400183,Travessa Capitão João de Sá,Centro,-358761928,-358761928,-7.2198133,-35.8761928
65,58400185,Rua Tavares Cavalcante,Centro,-7217731699999990,-358772405,-7.2172616,-35.8790616
66,58400187,Rua Deputado José Tavares,Centro,-71520944,-348876167,-7.2181292,-35.8784681
67,58400190,Rua Marcílio Dias,Centro,-236733675,-467143562,-7.2184453,-35.8775022
68,58400195,Rua Giló Guedes,Centro,-7218690599999990,-358757691,-7.218414,-35.8758284
69,58400198,Travessa Cinco de Agosto,Centro,-129199273,-384442199,-6.7325703,-38.448678
70,58400200,Rua Capitão João de Sá,Centro,-7219813299999990,-358761928,-7.2198133,-35.8761928
71,58400202,Rua Manoel Pereira de Araújo,Centro,-7219220699999990,-358772417,-7.22022,-35.8768984
72,58400204,Rua Doutor Carlos Agra,Centro,-7219904099999990,-358770149,-7.2198815,-35.8768093
73,58400205,Travessa Doutor Carlos Agra,Centro,-7219904099999990,-358770149,-7.2198815,-35.8768093
74,58400206,Rua Pedro Álvares Cabral,Centro,-22810447,-434259367,-7.2190917,-35.8779954
75,58400208,Rua Quebra Quilos,Centro,-72210156,-358766416,-7.2210156,-35.8766416
76,58400210,Rua Ulisses Gomes,Centro,-72217821,-358763928,-7.2211212,-35.876602
77,58400211,Vila Franca,Centro,377157269,-254345063,-20.5257893,-47.3709138
78,58400212,Travessa Ulisses Gomes,Centro,-7221603999999990,-35876047,-7.2216931,-35.8762199
79,58400213,Vila Barbosa,Centro,-234933716,-464266911,-7.2210018,-35.8859357
80,58400214,Rua Manoel Gonçalves Guimarães,Centro,Nan,Nan,-7.222762,-35.875734
81,58400215,Vila Anchieta,Centro,-231929145,-459012497,-7.2317716,-35.8788577
82,58400216,Praça Professor José Lopes de Andrade,Centro,-7240561400000000,-358662507,-7.2218777,-35.8797893
83,58400220,Rua Vila Nova da Rainha,Centro,-7221083499999990,-35878726,-7.2210835,-35.878726
84,58400223,Rua Cristóvão Colombo,Centro,-228951902,-432687105,-7.2194322,-35.8786116
85,58400224,Largo do Mercado Central,Centro,Nan,Nan,-7.2269037,-35.8766295
86,58400225,Rua Manoel Farias Leite,Centro,-7164218000000000,-349009431,-7.2195483,-35.879515
87,58400227,Rua Doutor Antônio Sá,Centro,-72193331,-358791075,-7.2192383,-35.8791788
88,58400230,Rua Peregrino de Carvalho,Centro,-72175663,-358814012,-7.2175675,-35.8814629
89,58400233,Rua Bento Viana,Centro,-254473991,-4928308759999990,-7.2186325,-35.8809755
90,58400234,Praça Nossa Senhora da Conceição,Centro,-199324252,-440535256,-7.2184507,-35.8812196
91,58400235,Rua Afonso Campos,Centro,-71233681,-348756408,-7.2193457,-35.8817135
92,58400238,Rua Pedro Américo,Centro,-229241954,-431815242,-7.2193384,-35.8808977
93,58400240,Rua Coronel João Lourenço Porto,Centro,-72201297,-358814741,-7.2201619,-35.8816607
94,58400243,Rua Deputado Álvaro Gaudêncio,Centro,-7222184299999990,-358802436,-7.2221843,-35.8802436
95,58400245,Rua João da Mata,Centro,-229296104,-432400807,-7.2213534,-35.8809274
96,58400248,Rua João Tavares,Centro,-235152271,-464697344,-7.2223259,-35.8820395
97,58400250,Rua José Bonifácio,Centro,-228927159,-432827665,-7.2222549,-35.8811416
98,58400253,Rua Coronel Salvino Figueiredo,Centro,-72231761,-358799062,-7.2231761,-35.8799062
99,58400255,Rua Elias Asfora,Centro,-7034872999999990,-372865699,-7.2226947,-35.8797215
100,58400258,Rua Doutor Severino Ribeiro Cruz,Centro,Nan,Nan,-7.2230112,-35.9207173
101,58400260,Rua Desembargador Trindade,Centro,-7223779899999990,-358840185,-7.2237799,-35.8840185
102,58400261,Rua Presidente João Pessoa,Centro,-229027962,-431026262,-7.2164509,-35.8896766
103,58400262,Praça Coronel Antônio Pessoa,Centro,-7223333299999990,-358839115,-7.2230659,-35.8838523
104,58400263,Rua Vidal de Negreiros,Centro,-300696425,-511672972,-7.2210984,-35.8828724
105,58400265,Travessa Almirante Alexandrino,Centro,-7222715999999990,-3588261,-7.2227247,-35.8827994
106,58400268,Rua Major Manoel Jovino do Ó,Centro,-72227438,-358837461,-7.2227529,-35.8837389
107,58400270,Rua Irineu Joffily,Centro,-7221219499999990,-358844759,-7.2217097,-35.8843948
108,58400273,Rua Miguel Couto,Centro,-229013519,-431801855,-7.2250096,-35.8843623
109,58400275,Rua Otacílio de Albuquerque,Centro,-235093748,-465867392,-7.2246144,-35.8853698
110,58400277,Rua Desembargador Trindade,Centro,-7223779899999990,-358840185,-7.2237799,-35.8840185
111,58400280,Rua Solon de Lucena,Centro,-72229718,-358853762,-7.2229636,-35.8852792
112,58400283,Rua Tiradentes,Centro,-229014003,-431246191,-7.2222968,-35.8859775
113,58400285,Travessa Tiradentes,Centro,-80593524,-348709247,-7.2222968,-35.8859775
114,58400287,Rua Afonso Pena,Centro,-229177678,-432188022,-7.2213575,-35.8850893
115,58400290,Rua Treze de Maio,Centro,-235623285,-466457737,-7.2211215,-35.8857916
116,58400292,Praça Clementino Procópio,Centro,-7219654999999990,-3588402,-7.219655,-35.88402
117,58400293,Largo Prefeito Severino Procópio,Centro,-72195665,-358833028,-7.2666167,-35.8926825
118,58400295,Rua Frei Caneca,Centro,-235543001,-4665426679999990,-7.2234394,-35.8865472
119,58400299,Travessa Presidente Epitácio Pessoa,Centro,-217668575,-5210964269999990,-7.2150132,-35.8874938
120,58400302,Praça Williams Arruda,Centro,Nan,Nan,-7.2218777,-35.8797893
121,58400310,Rua Paulo de Frontin,Centro,-254596766,-492146266,-7.2265804,-35.8797236
122,58400312,Rua João Florentino de Carvalho,Centro,-72220601,-358757647,-7.2211657,-35.8752495
123,58400320,Rua Sebastião Donato,São José,-72236826,-35887234,-7.224248,-35.8869012
124,58400322,Rua Frei Caneca,São José,-235543001,-4665426679999990,-7.2256726,-35.8857376
125,58400324,Rua Otacílio de Albuquerque,São José,-235093748,-465867392,-7.2258666,-35.8854356
126,58400326,Rua Miguel Couto,São José,-229013519,-431801855,-7.2262939,-35.8847584
127,58400328,Avenida Professor Almeida Barreto,São José,-72292383,-358978557,-7.2290882,-35.8974905
128,58400335,Rua Capitão José Amâncio Barbosa,São José,-72266946,-358870567,-7.2264381,-35.8869911
129,58400342,Rua Major Belmiro,São José,-7226068100000000,-358878381,-7.2259142,-35.8878
130,58400344,Rua Doutor João Moura,São José,-72251908,-358882079,-7.2252797,-35.8879381
131,58400346,Rua Olegário Azevedo,São José,-7224712299999990,-3588823980000000,-7.2241456,-35.8892813
132,58400350,Rua Desembargador Trindade,São José,-7223779899999990,-358840185,-7.2237764,-35.8841078
133,58400355,Parque do Povo,São José,378658134,-1222570583,-7.2237449,-35.887581
134,58400358,Rua Paulino Raposo,São José,-7223615400000000,-358886684,-7.2241471,-35.8885111
135,58400360,Rua Lino Gomes da Silva,São José,-72232328,-358896816,-7.2232947,-35.8897799
136,58400362,Rua Veterinário Américo Braga,São José,-72236744,-358908931,-7.2264045,-35.8920512
137,58400364,Praça do Trabalho,São José,-80232666,-349143932,-7.2241526,-35.8916951
138,58400366,Rua Índio Felipe Camarão,São José,-7097521500000000,-34863694,-7.0974204,-34.8637568
139,58400368,Rua Miguel Vasconcelos,São José,-7225104,-358897997,-7.2251309,-35.8898921
140,58400370,Rua José do Patrocínio,São José,-300407497,-5122229489999990,-7.2259733,-35.8893307
141,58400382,Rua Rosendo Pereira de Lucena,São José,-7227159899999990,-358898679,-7.2271599,-35.8898679
142,58400384,Rua Aristides Lobo,São José,-229205769,-432086806,-7.2268515,-35.8908367
143,58400394,Rua Jacqueline Ayres Silva,São José,-72253163,-35891167,-7.2252483,-35.8910989
144,58400396,Rua Doutor Chateaubriand,São José,-7226638,-358910138,-7.2266833,-35.891242
145,58400398,Rua Carlos Chagas,São José,-235728973,-466365689,-7.2272927,-35.8917141
146,58400403,Avenida Jornalista Assis Chateaubriand,São José,-7286331199999990,-358894251,-7.2571828,-35.8873475
147,58400414,Rua Dom Pedro I,São José,Nan,Nan,-7.2262238,-35.8925012
148,58400418,Rua Nilo Peçanha,São José,-148498012,-408446136,-7.2235765,-35.8964414
149,58400420,Rua Castro Pinto,São José,-7227470400000000,-358966416,-7.2274704,-35.8966416
150,58400422,Rua Delmiro Gouveia,São José,-37342859,-384881639,-7.2272611,-35.8973858
151,58400424,Rua José Elpídio da Costa Monteiro,São José,-72270236,-358958135,-7.2267256,-35.8957395
152,58400426,Rua Zacarias de Souza do Ó,São José,-7227730800000000,-358954987,-7.2277308,-35.8954987
153,58400438,Rua Teixeira de Freitas,São José,-300580759,-512038901,-7.2262769,-35.8963802
154,58400440,Travessa Nilo Peçanha,São José,-19534706,-406284941,-7.2221972,-35.8960461
155,58400442,Rua Professor Capiba,São José,-72256898,-358959277,-7.2256898,-35.8959277
156,58400444,Rua Doutor Agra,São José,-229202072,-431954532,-7.2252868,-35.8947314
157,58400446,Rua Sulpino Colaço,São José,-72257552,-358939712,-7.2256357,-35.8940827
158,58400448,Rua Iremar Marinho,São José,-7224963600000000,-358938776,-7.2249016,-35.8938907
159,58400453,Rua Siqueira Campos,São José,-235577468,-496813324,-7.2176251,-35.8915498
160,58400455,Rua Benedito Machado,São José,-232704309,-458635295,-7.2250702,-35.892737
161,58400457,Travessa Benedito Machado,São José,-7224927699999990,-358929373,-7.2250702,-35.892737
162,58400459,Rua Melo Leitão,São José,-72236273,-3589261219999990,-7.2235596,-35.8926188
163,58400464,Avenida Marechal Floriano Peixoto,São José,-25479955,-492479242,-7.2236612,-35.8926872
164,58400468,Rua da Independência,São José,-235670618,-466160715,-7.2243105,-35.8947138
165,58400470,Rua Antenor Navarro,São José,-72178552,-35893437,-7.2245063,-35.8951444
166,58400480,Rua da Independência,Prata,-235670618,-466160715,-7.2240502,-35.8965572
167,58400483,Rua Oswaldo Cruz,Prata,-239646851,-463215779,-7.2257925,-35.9030244
168,58400486,Rua Senador Epitácio Pessoa Cavalcante,Prata,-72232794,-359006096,-7.2237327,-35.898576
169,58400492,Rua Marechal Deodoro,Prata,-236415365,-466949414,-7.2230544,-35.8958096
170,58400500,Rua José de Alencar,Prata,-80631301,-348900348,-7.2214978,-35.8986112
171,58400503,Rua Montevideo,Prata,-199512457,-439343211,-7.2201872,-35.8983261
172,58400506,Rua Duque de Caxias,Prata,-230151656,-475264452,-7.2223703,-35.8976699
173,58400510,Rua João Machado,Prata,402143985,-84328986,-7.221723,-35.8947063
174,58400515,Rua Nilo Peçanha,Prata,-148498012,-408446136,-7.2221972,-35.8960461
175,58400520,Rua Antenor Navarro,Prata,-72178552,-35893437,-7.2178163,-35.8934283
176,58400525,Rua Siqueira Campos,Prata,-235577468,-496813324,-7.2201647,-35.8922559
177,58400530,Avenida Marechal Floriano Peixoto,Prata,-25479955,-492479242,-7.2214627,-35.888059
178,58400535,Rua Melo Leitão,Prata,-72236273,-3589261219999990,-7.2229912,-35.8927361
179,58400540,Rua Santa Clara,Prata,-229686549,-431897744,-7.2220674,-35.8906658
180,58400545,Rua Luís de Melo,Prata,-234567345,-466444443,-7.2212536,-35.8913983
181,58400550,Rua Rodrigues Alves,Prata,-7219655700000000,-358993768,-7.2196557,-35.8993768
182,58400555,Praça do Rosário,Prata,-18923651,-482792484,-7.2211803,-35.8953973
183,58400560,Rua Capitão João Alves de Lira,Prata,-7218909399999990,-358988056,-7.2189094,-35.8988056
184,58400565,Rua Dom Pedro II,Prata,-198905141,-4383062779999990,-7.2193171,-35.8938034
185,58400570,Rua Índios Cariris,Prata,-72183218,-358894204,-7.2194385,-35.8891081
186,58400575,Avenida Rio Branco,Prata,-229059821,-431773249,-7.2179983,-35.8947274
187,58400585,Avenida Presidente Getúlio Vargas,Prata,-227683636,-471538543,-7.2173285,-35.8933188
188,58400590,Rua Luís Soares,Prata,41560862,-84065129,-7.2165878,-35.8919666
189,58400595,Praça Engenheiro Sebastião Ernesto dos Santos,Prata,-7216555,-358929589,-7.219399,-35.8947759
190,58400600,Rua Vileneuve Honório Maia,Prata,-7216171,-3589296849999990,-7.219399,-35.8947759
191,58400610,Rua Vereador Arrojado Lisboa,Prata,-7215852199999990,-358954751,-7.2158521,-35.895439
192,58400640,Rua Vereador Arrojado Lisboa,Monte Santo,-7215852199999990,-358954751,-7.2158521,-35.895439
193,58400648,Rua Tabelião Nereu Pereira dos Santos,Monte Santo,-7214725999999990,-358955291,-7.2150194,-35.8947942
194,58400650,Rua Monte Santo,Monte Santo,-228387987,-433166641,-7.2142478,-35.8946695
195,58400654,Rua Ceará,Monte Santo,-229093871,-432166991,-7.2143648,-35.8954118
196,58400660,Rua Montevideo,Monte Santo,-199512457,-439343211,-7.2200666,-35.898301
197,58400662,Praça Sinhá Caroca,Monte Santo,Nan,Nan,-7.2121492,-35.9002248
198,58400664,Rua Juvêncio Ferreira,Monte Santo,-7214917300000000,-358978282,-7.2149173,-35.8978282
199,58400672,Rua Sinhazinha de Oliveira,Monte Santo,-72115004,-35896706,-7.2110426,-35.8964825
200,58400674,Travessa Olegário Maciel,Monte Santo,-236524412,-465598821,-7.2091079,-35.8991283
201,58400690,Rua Agrônomo João Maurício de Medeiros,Monte Santo,-72134209,-358982596,-7.2134209,-35.8982596
202,58400693,Rua Firmino Leite,Monte Santo,-97539341,-366515541,-7.2143018,-35.8993581
203,58400696,Rua Coronel Eufrásio Câmara,Monte Santo,-7213356699999990,-358999208,-7.2132696,-35.9000823
204,58400700,Rua da Borborema,Monte Santo,-198937057,-439427619,-7.2135937,-35.8989694
205,58400702,1ª Travessa da Borborema,Monte Santo,-72142968,-358993553,-7.2142968,-35.8993553
206,58400704,2ª Travessa da Borborema,Monte Santo,-72142968,-358993553,-7.2142968,-35.8993553
207,58400706,3ª Travessa da Borborema,Monte Santo,-72142819,-358993468,-7.2142819,-35.8993468
208,58400710,Rua Francisco Rosa de Farias,Monte Santo,-7212971899999990,-358980429,-7.2128451,-35.898285
209,58400713,Rua José Augusto Trindade,Monte Santo,-71180147,-348262962,-7.2140283,-35.8999221
210,58400715,Travessa José Augusto Trindade,Monte Santo,-71180147,-348262962,-7.2140283,-35.8999221
211,58400717,Travessa Carneiro da Cunha,Monte Santo,-72124001,-358998294,-7.2125054,-35.8995845
212,58400720,Avenida Artiquilino Dantas,Monte Santo,-7211776,-358991501,-7.2116875,-35.8994616
213,58400722,Travessa Probo Câmara,Monte Santo,-7208848100000000,-358979411,-7.2110282,-35.8989644
214,58400723,Rua Probo Câmara,Monte Santo,-7208848100000000,-358979411,-7.2110282,-35.8989644
215,58400725,Rua Santina Leão,Monte Santo,-7210570199999990,-358983778,-7.2108032,-35.8981513
216,58400727,Rua Carneiro da Cunha,Monte Santo,-236179552,-4663564,-7.2107465,-35.899592
217,58400730,Rua Tomaz Santa Rosa,Monte Santo,-72124001,-358998294,-7.2124001,-35.8998294
218,58400733,Rua Diogo da Costa,Monte Santo,-234719025,-466045984,-7.2116573,-35.9004942
219,58400735,Rua Tomaz de Araújo,Monte Santo,-236434615,-467724735,-7.2090415,-35.9004716
220,58400740,Rua Maria Rosa,Monte Santo,-235848695,-4668403499999990,-7.2088866,-35.9000126
221,58400742,Travessa Maria Rosa,Monte Santo,-2283925,-430715018,-7.2088866,-35.9000126
222,58400745,Rua Olegário Maciel,Monte Santo,-217648607,-43353901,-7.2117328,-35.8971849
223,58400747,Rua São Severino,Monte Santo,-235892172,-466434134,-7.2119897,-35.9011337
224,58400750,Rua Francisco Calixto,Monte Santo,-72134543,-359023061,-7.2146856,-35.902414
225,58400752,Rua Antonieta Cavalcante,Monte Santo,-72112139,-359014601,-7.2112139,-35.9014601
226,58400754,Rua do Rangel,Monte Santo,-80673055,-348773948,-7.2128344,-35.9021074
227,58400756,Rua Ana da Silva Meira,Monte Santo,-7209395700000000,-359012521,-7.2098432,-35.9014826
228,58400760,Rua Maria Arruda de Figueirêdo,Monte Santo,-7209140700000000,-35901815,-7.2095919,-35.9020384
229,58400770,Rua Oscar Machado de Medeiros,Monte Santo,Nan,Nan,-7.2121492,-35.9002248
230,58400773,Rua Isaura Suassuna de Medeiros,Monte Santo,-72072154,-358887721,-7.207212,-35.8887645
231,58400775,Rua João Suassuna,Monte Santo,-72122617,-35896333,-7.210892,-35.8992697
232,58400780,Rua Inalda Meira Gayoso,Monte Santo,-72100877,-359047338,-7.2092385,-35.9038332
233,58400784,Rua Firmino Alves Sobrinho,Monte Santo,-149827939,-3992722680000000,-7.2121492,-35.9002248
234,58400786,Rua Tenente Harllando Rocha do Nascimento,Monte Santo,Nan,Nan,-7.2121492,-35.9002248
235,58400802,Rua Cônego Pequeno,Monte Santo,-72192335,-359009865,-7.2192335,-35.9009865
236,58400804,Rua Conde D'Eu,Monte Santo,-236437994,-4669342229999990,-7.215401,-35.8980116
237,58400805,Travessa Conde D'Eu,Monte Santo,-216765831,-49759392,-7.215401,-35.8980116
238,58400806,Travessa Tomaz Santa Rosa,Monte Santo,-72124001,-358998294,-7.2124001,-35.8998294
239,58400808,Rua Líbia Cardoso Silva,Monte Santo,-7214469900000000,-359010989,-7.2145848,-35.9011391
240,58400810,Rua Natanael Belo,Monte Santo,-72144979,-359016135,-7.2144979,-35.9016135
241,58400813,Rua Sargento Hermes Ferreira Ramos,Monte Santo,-7215732399999990,-359000996,-7.2156591,-35.9008044
242,58400815,Rua Otacílio Colaço da Costa,Monte Santo,Nan,Nan,-7.2121492,-35.9002248
243,58400818,Rua Naná de Oliveira Pimentel,Monte Santo,-7214649000000000,-359026618,-7.214638,-35.9027742
244,58400820,Travessa Silva Barbosa,Monte Santo,-72141533,-359033851,-7.2141533,-35.9033851
245,58400823,Rua Joaquim Firmino Araújo,Monte Santo,-7214603899999990,-359031112,-7.2149415,-35.9031971
246,58400825,Rua Silva Barbosa,Monte Santo,-72161117,-35904399,-7.2141533,-35.9033851
247,58400828,Rua Pedro de Farias,Monte Santo,-72449416,-358926445,-7.2449416,-35.8926445
248,58400848,Rua Maurício Arruda Figueiredo,Monte Santo,Nan,Nan,-7.2155682,-35.9050966
249,58400850,Rua Professora Lenier Sucupira Meira de Almeida,Monte Santo,-7211123000000000,-359075333,-7.211123,-35.9075333
250,58400970,Praça da Bandeira 71 Entrada Principal,Centro,-7219338400000000,-3588515599999990,-7.2218777,-35.8797893
251,58400971,Praça da Bandeira 71,Centro,-7219338400000000,-3588515599999990,-7.2218777,-35.8797893
252,58400972,Praça da Bandeira 71 1º Andar,Centro,-7219338400000000,-3588515599999990,-7.2193384,-35.885156
253,58400976,Rua Antenor Navarro 233,Prata,-7222199699999990,-358947546,-7.2222234,-35.8947278
254,58400990,Sítio Marinho,,Nan,Nan,-7.2161887,-35.8765162
255,58401000,Rua Manoel Leite Cavalcante,Palmeira,-71986848,-358959945,-7.1986848,-35.8959945
256,58401005,Rua Jeremias Sérgio de Almeida,Palmeira,-71995812,-358944415,-7.1996952,-35.8951352
257,58401010,Rua Manoel Barbosa de Lima,Palmeira,-7197856899999990,-358945764,-7.1993758,-35.8943624
258,58401040,Rua Dagoberto Renato Damião de Araújo,Palmeira,-72056527,-358937254,-7.2083835,-35.8937329
259,58401042,Travessa Quinze de Novembro,Palmeira,Nan,Nan,-7.2064494,-35.8939468
260,58401045,Travessa Cristiano Palmeira,Palmeira,-7207488000000000,-35892321,-7.207488,-35.892321
261,58401047,Rua Belarmino Timóteo de Souza,Palmeira,-72061877,-358924276,-7.2083835,-35.8937329
262,58401049,Travessa Belarmino Timóteo de Souza,Palmeira,-72061877,-358924276,-7.2083835,-35.8937329
263,58401053,Rua Francisco Mendonça Oliveira,Palmeira,-72067937,-358919738,-7.2067937,-35.8919738
264,58401055,Rua Euclides Severiano,Palmeira,-72068401,-358911236,-7.2069524,-35.8910295
265,58401060,Rua Maximiano Chaves,Palmeira,-7207097500000000,-358917497,-7.2070975,-35.8917497
266,58401061,Travessa Maximiano Chaves,Palmeira,-7207097500000000,-358917497,-7.2070975,-35.8917497
267,58401063,Rua Cristiano Palmeira,Palmeira,-7207488000000000,-35892321,-7.207488,-35.892321
268,58401066,Rua Manoel Félix,Palmeira,-23123439,-464805982,-7.2066052,-35.8899932
269,58401070,Rua Evaristo Pereira da Costa,Palmeira,-72085146,-358892142,-7.2085146,-35.8892142
270,58401075,Rua Quinze de Novembro,Palmeira,-254263762,-4925750670000000,-7.2064494,-35.8939468
271,58401078,Rua Conde do Bonfim,Palmeira,-198611178,-440220877,-7.2080573,-35.8933708
272,58401080,Rua João Herculano Diniz,Palmeira,-7206151500000000,-358947009,-7.2083835,-35.8937329
273,58401082,Travessa Capitão Manoel do Ó,Palmeira,-7206722699999990,-358947508,-7.2067457,-35.8946673
274,58401085,Rua Capitão Manoel do Ó,Palmeira,-7206722699999990,-358947508,-7.2070721,-35.8945325
275,58401087,Rua São João,Palmeira,-195799697,-426457709,-7.2079079,-35.8949712
276,58401090,Rua Professor Balbino,Palmeira,-72077527,-358962771,-7.2077527,-35.8962771
277,58401093,Rua Ana de Azevedo,Palmeira,-72100268,-358945235,-7.2101851,-35.8942026
278,58401095,Avenida Ana de Azevedo,Palmeira,-72100268,-358945235,-7.2101851,-35.8942026
279,58401100,Rua Francisco Maria de Oliveira,Palmeira,-72087751,-358952052,-7.2090305,-35.8946781
280,58401105,Rua Sinhazinha de Oliveira,Palmeira,-72115004,-35896706,-7.2115143,-35.8967128
281,58401110,Rua Francisco Assis de Oliveira,Palmeira,-188844544,-482820574,-7.2109414,-35.8956616
282,58401115,Rua Vereador Manoel Uchôa,Palmeira,-7209656499999990,-358943372,-7.2096565,-35.8943372
