,Cep,Rua,Bairro,Lat,Lng,latitudes,longitudes
2691,58433262,Rua Pedro Mariano de Melo,Malvinas,-7229071599999990,-359249953,-7.2290716,-35.9249953
2692,58433264,Rua Bacharel Plínio Lúcio Souto Lima,Malvinas,Nan,Nan,-7.2308272,-35.924264
2693,58433266,Rua Maria Barbosa de Albuquerque,Malvinas,-72320355,-359232917,-7.2321966,-35.9232224
2694,58433269,Rua Leonardo Costa Vasconcelos,Malvinas,-7230485099999990,-359244038,-7.2305482,-35.9245576
2695,58433272,Rua José Zacarias da Costa,Malvinas,-7231636699999990,-359229146,-7.2316367,-35.9229146
2696,58433275,Rua Professora Maria Augusta Mendonça,Malvinas,-723221,-359221351,-7.2320427,-35.9222065
2697,58433278,Rua Doutor Luiz Marcelino de Oliveira,Malvinas,-72314641,-359219583,-7.2314641,-35.9219583
2698,58433281,Rua Guarabira,Malvinas,-228941837,-432817348,-7.2302781,-35.9221132
2699,58433284,Rua Frei Dagoberto,Malvinas,-72302223,-359219873,-7.2313323,-35.9215362
2700,58433287,Rua Doutor Eduardo Correia Lima,Malvinas,-7230597100000000,-359213513,-7.2305971,-35.9213513
2701,58433290,Rua Sebastião Martins de Oliveira,Malvinas,-72308192,-359206246,-7.23068,-35.9206847
2702,58433310,Rua Cícera Cecília Feitosa,Malvinas,-7228716400000000,-359252143,-7.228647,-35.9252053
2703,58433313,Rua Olívia Catão de Lucena,Malvinas,-7228324999999990,-359254608,-7.2279294,-35.9245886
2704,58433326,Rua Joana Guedes de Aquino,Malvinas,-7227446,-359263122,-7.227396,-35.9263224
2705,58433329,Rua Rita dos Santos Araújo,Malvinas,Nan,Nan,-7.2210294,-35.9201042
2706,58433336,Rua Francicleide de Souza Oliveira,Malvinas,-7227087000000000,-359243328,-7.227087,-35.9243328
2707,58433339,Rua Agar do Egito Araújo,Malvinas,-7227099999999990,-359238071,-7.2271,-35.9238071
2708,58433343,Rua Urbana Alves Gomes,Malvinas,-7228708299999990,-359221259,-7.2287083,-35.9221259
2709,58433345,Rua Oberdan Alves Gomes,Malvinas,-72282825,-359228082,-7.2282825,-35.9228082
2710,58433348,Rua Albertina Ramos de Amorim,Malvinas,-72277713,-359227978,-7.2277661,-35.9230248
2711,58433350,Rua Manoel Sabino Filho,Malvinas,-7227317799999990,-359229202,-7.2273178,-35.9229202
2712,58433353,Rua Walfredo Gomes de Araújo,Malvinas,-7226863299999990,-359226327,-7.2268658,-35.9229211
2713,58433360,Rua Joaquim Amorim Júnior,Malvinas,-7226409100000000,-359222831,-7.226408,-35.922422
2714,58433363,Rua Edvirges Pereira de Araújo,Malvinas,-7227367600000000,-359219089,-7.2273392,-35.9219087
2715,58433370,Rua Florípedes Coutinho,Malvinas,-7221923899999990,-3592162310000000,-7.2258974,-35.9214835
2716,58433373,Rua José Vitorino da Silva,Malvinas,-72258974,-359214835,-7.7451697,-35.8796052
2717,58433376,Rua Josinete Oliveira Alves,Malvinas,-7225520500000000,-359213739,-7.2254384,-35.9222252
2718,58433382,Rua José Paulino da Costa,Malvinas,-214401866,-459484447,-7.224597,-35.9219172
2719,58433385,Rua José Braga Lira,Malvinas,-7224667299999990,-359222051,-7.2247555,-35.9222066
2720,58433388,Rua Professora Maria Dias Ramos,Malvinas,-72246107,-359226457,-7.2246107,-35.9226457
2721,58433395,Rua João Sérgio de Almeida,Malvinas,-72231841,-359173136,-7.2231841,-35.9173136
2722,58433397,Rua Manoel Francisco Mendes,Malvinas,-229275874,-470696927,-7.2249637,-35.9231378
2723,58433403,Rua Luiz Motta,Malvinas,-7220293799999990,-359239322,-7.2246617,-35.9240667
2724,58433405,Rua Marinaldo Vitorino Batista Filho,Malvinas,-72226179,-359245183,-7.2244327,-35.9245508
2725,58433408,Rua Januário Lacerda,Malvinas,-72240643,-359250059,-7.2671618,-35.8896613
2726,58433410,Rua Maria Cavalcante da Cruz,Malvinas,-72220833,-359254408,-7.2220387,-35.9254459
2727,58433413,Rua Ana Paula Ramos de Medeiros,Malvinas,-7225014199999990,-359254751,-7.2249693,-35.9254839
2728,58433415,Rua José Mota,Malvinas,-39023243,-386776102,-7.2246737,-35.9256283
2729,58433418,Rua Vicente Gomes de Almeida,Malvinas,-7220156100000000,-35925837,-7.2200802,-35.9258583
2730,58433420,Rua Armanda Amorim Pereira,Malvinas,-7224856600000000,-359264744,-7.2248515,-35.9264743
2731,58433423,Rua Bonifácio Gomes de Araújo,Malvinas,-7224948,-359269639,-7.224948,-35.9269639
2732,58433426,Rua Severino Ramos de Medeiros,Malvinas,Nan,Nan,-7.2304728,-35.9342721
2733,58433430,Rua Mário Rodrigues Coura,Malvinas,-7223385299999990,-359264368,-7.2233888,-35.9264595
2734,58433433,Rua Hipólito de Araújo,Malvinas,-254445821,-492525118,-7.2304728,-35.9342721
2735,58433435,Rua José de Araujo,Malvinas,-236578437,-467602342,-7.2327907,-35.901586
2736,58433437,Rua Severina Santa Sales,Malvinas,-7219857999999990,-358686138,-7.2542949,-35.9318284
2737,58433440,Rua Tereza Nêuma Pedrosa,Malvinas,-72251502,-359274268,-7.2251502,-35.9274268
2738,58433443,Rua Bonifácio Pedro Teixeira,Malvinas,-72257093,-3592741669999990,-7.2304728,-35.9342721
2739,58433445,Rua Protásio Pereira,Malvinas,Nan,Nan,-7.2304728,-35.9342721
2740,58433453,Rua José de Anchieta Queiroz,Malvinas,-7203544699999990,-359023844,-7.2254611,-35.9291805
2741,58433455,Rua Francisco Eufrasino da Silva,Malvinas,-7225336899999990,-359296089,-7.2304728,-35.9342721
2742,58433458,Rua Arthur de Franca Gameleira,Malvinas,Nan,Nan,-7.2304728,-35.9342721
2743,58433470,Rua Doutor Paulo Acácio Galvão,Malvinas,-7226944399999990,-359290275,-7.2304728,-35.9342721
2744,58433473,Rua José Bernardo Ferreira,Malvinas,-72272918,-359287975,-7.2274,-35.928718
2745,58433475,Rua Geminiano Crispim de Farias,Malvinas,-7227674699999990,-359285399,-7.2276747,-35.9285399
2746,58433478,Rua Maria Adilis de Azevedo,Malvinas,Nan,Nan,-7.2280957,-35.9283623
2747,58433480,Rua José de Souza,Malvinas,-52050923,-373342111,-7.228512,-35.928122
2748,58433483,Rua Pedro Lira Leite,Malvinas,-7228907299999990,-359278833,-7.2289073,-35.9278833
2749,58433485,Rua Raimundo Luz,Malvinas,-7229311200000000,-359277254,-7.2293112,-35.9277254
2750,58433488,Rua Martinho Lutero,Malvinas,-236242254,-467666067,-7.2297271,-35.9275214
2751,58433490,Rua Caicó,Malvinas,-23534073,-465043978,-7.2298794,-35.9279763
2752,58433492,Rua Poeta Antônio Barbosa,Malvinas,-7230176899999990,-35927324,-7.2301769,-35.927324
2753,58433496,Rua Baltazar Rodrigues dos Anjos,Malvinas,-7231496099999990,-359268121,-7.2314961,-35.9268121
2754,58433505,Rua Maria Furtado Pereira,Malvinas,-72309398,-359281636,-7.2309398,-35.9281636
2755,58433508,Rua Maria Procópio Vieira,Malvinas,-72311089,-359285874,-7.2311089,-35.9285874
2756,58433525,Rua Cherumbina Sales de Souza,Malvinas,-72313124,-359311403,-7.2313124,-35.9311403
2757,58433528,Rua Professora Maria Helena de Menezes,Malvinas,Nan,Nan,-7.2308775,-35.9315315
2758,58433530,Rua Germiniano de Azevedo Melo,Malvinas,-72306347,-35930027,-7.2306538,-35.9298699
2759,58433532,Rua Maria da Guia Muniz Albuquerque,Malvinas,-72299691,-359319165,-7.2347656,-35.9314804
2760,58433535,Rua Francisco Queiroga de Alencar,Malvinas,-7230170999999990,-359301554,-7.2302015,-35.9298779
2761,58433540,Rua Rostand Mota da Silveira Eulálio,Malvinas,-7229638,-359307032,-7.229638,-35.9307032
2762,58433545,Rua Jornalista Evandro Barros,Malvinas,-109354258,-370662353,-7.2291879,-35.9306578
2763,58433553,Rua Severino Matias da Silva,Malvinas,-7229737,-359288674,-7.229737,-35.9288674
2764,58433558,Rua Inácia Vitorino de Araújo,Malvinas,-7228989400000000,-35929416,-7.2289232,-35.929246
2765,58433570,Rua Antônio Vieira de Queiroga,Malvinas,-7228720299999990,-359308236,-7.2287203,-35.9308236
2766,58433573,Rua Severino Marques de Oliveira,Malvinas,-7259659199999990,-358988135,-7.2282582,-35.9308822
2767,58433578,Rua Enfermeiro João Valdevino Alves,Malvinas,-72273233,-359314336,-7.2270747,-35.9313041
2768,58433580,Rua José Bulcão da Silva,Malvinas,-7227220199999990,-359308705,-7.2304728,-35.9342721
2769,58433583,Rua Inês de Lima Rodrigues,Malvinas,-72273596,-359304048,-7.2304728,-35.9342721
2770,58433585,Rua João Amaro de Lima,Malvinas,-72274243,-359298976,-7.2115693,-35.8549486
2771,58433590,Rua Caicó,Malvinas,-23534073,-465043978,-7.2298794,-35.9279763
2772,58433595,Rua Severino Lopes Barbosa,Malvinas,-72246253,-359300165,-7.2304728,-35.9342721
2773,58433610,Rua Almany José Tavares de Melo,Malvinas,Nan,Nan,-7.2248395,-35.9304904
2774,58433615,Rua Engenheiro José Hemerson de Almeida Barreto,Malvinas,-7224666699999990,-359309266,-7.2304728,-35.9342721
2775,58433700,Rua Washington Alves Gomes,Ramadinha,-7220989299999990,-359263498,-7.219877,-35.9264167
2776,58433703,Rua José Moraes,Ramadinha,Nan,Nan,-7.2228501,-35.9268454
2777,58433706,Rua Josepha Filomena de Almeida,Ramadinha,-72223443,-359268405,-7.2187005,-35.9274638
2778,58433709,Rua Vereador Manoel Figueiredo,Ramadinha,-7220624399999990,-359268123,-7.219867,-35.9268842
2779,58433712,Rua Maria do Carmo Marques dos Santos,Ramadinha,Nan,Nan,-7.2198114,-35.9273084
2780,58433715,Rua Cabo Romualdo Brito Figueiredo,Ramadinha,Nan,Nan,-7.1773181,-34.8336571
2781,58433718,Rua Sindicalista Maria Ednalva B. de Lima,Ramadinha,-7220014600000000,-359277431,-7.2196688,-35.9277481
2782,58433721,Rua Leonel Medeiros,Ramadinha,-7221662899999990,-359277648,-7.2216641,-35.9277951
2783,58433724,Rua Comerciante Diogenes Donato,Ramadinha,-72209118,-359282374,-7.2209118,-35.9282374
2784,58433730,Rua General Abreu e Lima,Ramadinha,-8033575599999990,-348992676,-7.224825,-35.9254842
2785,58433733,Rua Maria Dalva de Almeida Uchoa,Ramadinha,-7221827999999990,-359291935,-7.2215805,-35.9286479
2786,58433736,Rua Lynaldo Cavalcanti de Albuquerque,Ramadinha,-7221408499999990,-359293577,-7.2211404,-35.9287902
2787,58433739,Rua Rildo Cavalcante Fernandes,Ramadinha,-7220716399999990,-359289198,-7.2187005,-35.9274638
2788,58433742,Rua José Marcio Fernandes da Silva,Ramadinha,-7220349799999990,-3592922600000000,-7.2187005,-35.9274638
2789,58433745,Rua Radialista Severino Quirino,Ramadinha,-72203409,-359277654,-7.220066,-35.9287016
2790,58433750,Avenida Plínio Lemos,Ramadinha,-7221409599999990,-359293602,-7.2207171,-35.929663
2791,58433752,Rua Ulisses Alves Araújo,Ramadinha,-7219697799999990,-359296116,-7.219475,-35.9296141
2792,58433755,Rua Ester Noronha Caracas,Ramadinha,-7219888399999990,-359291554,-7.219572,-35.9291736
2793,58433758,Rua Fábio da Costa Viana,Ramadinha,-72200207,-359286932,-7.2196189,-35.9286912
2794,58433760,Rua Ana Brito Figueiredo,Ramadinha,-7219322999999990,-359277531,-7.219323,-35.9277531
2795,58433763,Rua Arquelau da Costa Guimarães,Ramadinha,-72188854,-359289886,-7.2188854,-35.9289886
2796,58433766,Rua Brasilina Gervásia,Ramadinha,-7218842599999990,-359269262,-7.2188062,-35.9269805
2797,58433769,Rua Severina de Almeida Castro,Ramadinha,-7218219599999990,-359261037,-7.2181501,-35.9264766
2798,58433772,Rua Bacharel Jordão Moreira da Silva,Ramadinha,-7218414799999990,-359290357,-7.2187005,-35.9274638
2799,58433775,Rua Antônio Alves da Silva,Ramadinha,-95737539,-357597108,-7.2179572,-35.9289988
2800,58433778,Rua Maria de Brito Lira Castro,Ramadinha,-7217704299999990,-359269572,-7.2187005,-35.9274638
2801,58433780,Rua João Martins de Farias,Ramadinha,Nan,Nan,-7.2175439,-35.9288926
2802,58433787,Rua Joaquim Monteiro da Silva,Ramadinha,-72170272,-359271934,-7.216985,-35.9270844
2803,58433793,Rua Manoel César de Farias,Ramadinha,-7216304999999990,-35926992,-7.216364,-35.9269959
2804,58433795,Rua Elvira de Almeida Castro,Ramadinha,-7217699799999990,-359274744,-7.2175263,-35.9274975
2805,58433800,Rua José Soares de Oliveira,Ramadinha,-234927714,-467934936,-7.2162345,-35.9281106
2806,58433810,Rua João Cordeiro dos Santos,Ramadinha,-27395867,-512254939,-7.2170741,-35.9288902
2807,58433815,Rua Valbergue Pereira de Araújo,Ramadinha,Nan,Nan,-7.2187005,-35.9274638
2808,58433817,Rua Manoel Pinto Filho,Ramadinha,-224845047,-431801241,-7.2162189,-35.9284937
2809,58433824,Travessa Vicente Gomes de Almeida,Ramadinha,-7220156100000000,-35925837,-7.2210384,-35.9258464
2810,58433830,Rua Claudino Gabino de Oliveira,Ramadinha,-72460122,-358887443,-7.2152983,-35.9274221
2811,58433840,Rua Manoel Adelino de Melo,Ramadinha,-7215275900000000,-359287067,-7.2152759,-35.9287067
2812,58433843,Rua Júlia Aleixo de Queiroz,Ramadinha,-7214856399999990,-359285263,-7.2148555,-35.9285834
2813,58433846,Rua Gabriel Félix Carolino,Ramadinha,-72143869,-359284964,-7.2143828,-35.9285187
2814,58433855,Rua Maria do Socorro Cruz Silva,Ramadinha,-7213344999999990,-3592835960000000,-7.213345,-35.9283596
2815,58433860,Rua Manoel Mota,Ramadinha,-72110211,-359377418,-7.2111952,-35.9370197
2816,58433865,Rua Francisco Afonso,Ramadinha,-7215275300000000,-359263317,-7.2154131,-35.9263729
2817,58433870,Rua Alzira Guedes Pinheiro,Ramadinha,-7214997299999990,-359266338,-7.2150041,-35.9266382
2818,58433872,Travessa Alzira Guedes Pinheiro,Ramadinha,-7214997299999990,-359266338,-7.2150041,-35.9266382
2819,58434000,Rua Maria da Guia Muniz Albuquerque,Serrotão,-72299691,-359319165,-7.2347656,-35.9314804
2820,58434010,Rua Caicó,Serrotão,-23534073,-465043978,-7.2272211,-35.9297862
2821,58434030,Rua José Soares da Silva,Serrotão,-300716763,-510754585,-6.7487357,-35.6678018
2822,58434035,Rua José Pereira Neto Filho,Serrotão,-72256302,-359332266,-7.2256494,-35.9332396
2823,58434040,Rua Luiz Florentino de Souza,Serrotão,-72255087,-359325755,-7.2254463,-35.9325324
2824,58434045,Rua Porcina Maria da Conceição,Serrotão,-7225994500000000,-359323381,-7.2259945,-35.9323381
2825,58434050,Rua José Luis Fernandes,Serrotão,-7226548199999990,-3593214529999990,-7.2265482,-35.9321453
2826,58434055,Rua Hilton de Aragão,Serrotão,-7226924500000000,-359318604,-7.2269245,-35.9318604
2827,58434060,Rua Edgar Barbosa da Costa,Serrotão,-72270748,-359342879,-7.2270117,-35.9350845
2828,58434063,Rua Valéria dos Anjos,Serrotão,-7227754699999990,-359328039,-7.2277201,-35.9327948
2829,58434066,Rua Francisco José Venâncio,Serrotão,-7228175100000000,-359328296,-7.2281751,-35.9328296
2830,58434070,Rua Radialista José Bezerra,Serrotão,-7228667100000000,-359328667,-7.2286586,-35.9328667
2831,58434073,Rua Manoel Martins de Oliveira,Serrotão,-7228954300000000,-35934446,-7.22888,-35.9355848
2832,58434076,Rua Freira Judith Ferreira de Sena,Serrotão,Nan,Nan,-7.2139698,-35.9424413
2833,58434080,Rua Hermengarda Câmara Filgueiras D'Amorim,Serrotão,-7230060900000000,-359329159,-7.2300609,-35.9329159
2834,58434083,Rua Darcy Ferreira Galvão,Serrotão,-7230986700000000,-359325268,-7.2312872,-35.9325599
2835,58434086,Rua Onildo Ribeiro de Assis,Serrotão,-7230949,-359329753,-7.2305022,-35.93297
2836,58434090,Rua Expedito Medeiros Ramos,Serrotão,-72304941,-359334336,-7.2304636,-35.9334292
2837,58434094,Rua Radialista Martin Lutero Lima Nunes,Serrotão,Nan,Nan,-7.2315188,-35.9339905
2838,58434096,Rua Irmã Porto,Serrotão,-7231469,-359344481,-7.2315628,-35.9344737
2839,58434098,Rua Fernando Cabral,Serrotão,411658979,-86313898,-7.2308843,-35.9331191
2840,58434100,Rua Severino Hermínio de Carvalho,Serrotão,-7227621999999990,-359338638,-7.2236829,-35.93442
2841,58434110,Rua Eulália Resende Pereira,Serrotão,-72270748,-359342879,-7.2280146,-35.9343669
2842,58434120,Rua Heleno de Sousa do Ó,Serrotão,-72279737,-359348389,-7.2279737,-35.9348389
2843,58434130,Rua Risalva Nogueira de Carvalho,Serrotão,-7227907,-359353338,-7.227907,-35.9353338
2844,58434137,Rua Professor Simão Arruda Guimarães,Serrotão,Nan,Nan,-7.2139698,-35.9424413
2845,58434140,Rua Luzia Gonçalves Pereira,Serrotão,-7229110899999990,-35936018,-7.2290196,-35.9360267
2846,58434143,Rua Agripino Colaço,Serrotão,-72255438,-359356581,-7.2139698,-35.9424413
2847,58434146,Rua Maria de Lourdes Abrantes P. de Oliveira,Serrotão,394630563,-81995808,-7.2373147,-35.8718108
2848,58434149,Rua Renata do Nascimento Cruz,Serrotão,-7228811699999990,-359364633,-7.2284437,-35.9364443
2849,58434152,Rua Carlos Marighela,Serrotão,-129349273,-384292997,-7.2254193,-35.9367442
2850,58434155,Rua Benedito Gomes de Souza,Serrotão,-7229064999999990,-359369704,-7.2292219,-35.9369757
2851,58434158,Rua João Belchior Marques Goulart,Serrotão,-7226073500000000,-359366748,-7.2257101,-35.9359195
2852,58434161,Rua Antonio de Souza Badú,Serrotão,-7225837599999990,-359370398,-7.2256246,-35.9371466
2853,58434164,Rua Hilda de Souza Carneiro,Serrotão,-72263076,-359373362,-7.2139698,-35.9424413
2854,58434167,Rua Maria de Lourdes Lima do Nascimento,Serrotão,-72265507,-359377831,-7.2139698,-35.9424413
2855,58434170,Rua Antonio Mangueira Diniz,Serrotão,-7226191399999990,-3593851739999990,-7.2257101,-35.9359195
2856,58434182,Rua Isaias Bezerra de Souza,Serrotão,-722716,-359371392,-7.2271608,-35.9373737
2857,58434184,Rua Manoel Buarque de Gusmão,Serrotão,Nan,Nan,-7.2276474,-35.9375604
2858,58434188,Rua Maria Virgínia da Conceição,Serrotão,-72286032,-359380159,-7.2286106,-35.9383631
2859,58434191,Rua Dom Helder Pessoa Camara,Serrotão,-234179777,-519667289,-7.2139698,-35.9424413
2860,58434194,Rua Silvestre de Almeida Filho,Serrotão,-72295638,-359387802,-7.2295618,-35.9379655
2861,58434197,Rua Eudes Rodrigues Chaves,Serrotão,-72300223,-359378545,-7.2290774,-35.9381087
2862,58434300,Rua José Moisés Medeiros Neto,Serrotão,-7232551,-359225071,-7.2325476,-35.9223554
2863,58434320,Rua Luís Rodrigues de Albuquerque,Serrotão,-72332765,-359322719,-7.2336904,-35.9321964
2864,58434323,Rua Luzinalda Edite de Araújo Leite,Serrotão,-72342301,-359325683,-7.2139698,-35.9424413
2865,58434326,Rua Sebastião Dantas Bezerra,Serrotão,-72334518,-359332,-7.2334518,-35.9332
2866,58434330,Rua José Fernandes Moscoso,Serrotão,-7233541000000000,-359336804,-7.233541,-35.9336804
2867,58434333,Rua Antônio Rodrigues Alves,Serrotão,-72336501,-359341432,-7.2336501,-35.9341432
2868,58434336,Rua João Martins Sobrinho,Serrotão,-7233760200000000,-359346004,-7.2337602,-35.9346004
2869,58434340,Rua Lindemberg Galdino da Silva,Serrotão,-7233839199999990,-3593505469999990,-7.2338392,-35.9350547
2870,58434343,Rua Etelvina Maria do Nascimento,Serrotão,-72339106,-359355253,-7.2339106,-35.9355253
2871,58434346,Rua Vinício Gonzaga de Araújo,Serrotão,-72339757,-359360171,-7.2339757,-35.9360171
2872,58434350,Rua Arnaldo Lopes Fiúza,Serrotão,-72340955,-359364853,-7.2340079,-35.936466
2873,58434353,Rua Zilda Arns,Serrotão,-229900483,-434640543,-7.2336501,-35.9341432
2874,58434400,Avenida Deputado Raimundo Asfora,Serrotão,-72224846,-3590479180000000,-7.2237386,-35.9043964
2875,58434500,Avenida Marechal Floriano Peixoto,Serrotão,-25479955,-492479242,-7.2335879,-35.9148975
2876,58434600,Rua Maria do Carmo de Oliveira,Serrotão,-72466313,-359278711,-7.2467785,-35.9278265
2877,58434627,Rua Severino Francisco dos Santos,Serrotão,-72458836,-359308666,-7.2576001,-35.9248474
2878,58434630,Rua Jabuticabeira,Serrotão,Nan,Nan,-7.2453872,-35.9253644
2879,58434633,Rua William Alves Gomes,Serrotão,-7246380599999990,-359286715,-7.2461359,-35.9287623
2880,58434637,Rua Walmir Araújo Costa,Serrotão,-72464816,-359288996,-7.2139698,-35.9424413
2881,58434638,Rua Alba de Oliveira Pinto,Serrotão,-72471839,-359283844,-7.2139698,-35.9424413
2882,58434640,Rua Alcides Avelino de Medeiros,Serrotão,-72481366,-359285223,-7.2481366,-35.9285223
2883,58434645,Rua Nereu Gusmão Bastos,Serrotão,-72483051,-359289759,-7.2483051,-35.9289759
2884,58434650,Rua Fábio de Sousa Oliveira,Serrotão,-72480726,-359295511,-7.2484773,-35.9293991
2885,58434655,Rua José Honório da Silva,Serrotão,-234482001,-467115045,-7.2486474,-35.9298589
2886,58434670,Rua Lídia Batista Marques,Serrotão,-7247698700000000,-359274329,-7.2476987,-35.9274329
2887,58434673,Rua Cornélio Jacinto da Silva,Serrotão,-7247724000000000,-359263465,-7.247922,-35.9268049
2888,58434676,Rua Querubina Pereira dos Santos,Serrotão,-7248544799999990,-359270863,-7.2482863,-35.9264602
2889,58434680,Rua Olindina Pedro Santos,Serrotão,Nan,Nan,-7.2493587,-35.9283775
2890,58434683,Rua Maurílio Silva Santos,Serrotão,-72490091,-359258194,-7.1723067,-34.8866695
2891,58434686,Rua Gilson Bezerra de Sousa,Serrotão,-7249414900000000,-359256336,-7.2496041,-35.9261084
2892,58434690,Rua João Ernesto B. de Holanda,Serrotão,Nan,Nan,-7.2502434,-35.9264763
2893,58434693,Rua das Juremas,Serrotão,-7246827300000000,-359208755,-7.247739,-35.922088
2894,58434700,Avenida Francisco Lopes de Almeida,Serrotão,-72485785,-35922856,-7.2524043,-35.9457098
2895,58434706,Rua José Nemésio de Araújo,Serrotão,Nan,Nan,-7.2139698,-35.9424413
2896,58434710,Rua Heloísa Samara Macedo,Serrotão,Nan,Nan,-7.2139698,-35.9424413
2897,58434990,Rua Projetada,,-237399898,-467897081,-7.2580296,-35.9228703
2898,58436035,Rua Angola,Serrotão,-234740959,-4665239649999990,-7.1798753,-34.9320839
2899,58436038,Rua República dos Camarões,Serrotão,-23536271,-46553217,-7.230364,-35.9488956
2900,58436040,Rua Marrocos,Serrotão,-198272129,-439927233,-7.1789943,-34.9343433
2901,58436045,Rua Jamaica,Serrotão,-236391659,-4651279,-7.2299045,-35.9489399
2902,58436048,Rua Rômulo Barros,Serrotão,-7228854599999990,-359464078,-22.5430213,-44.1408468
2903,58436055,Rua Etiópia,Serrotão,-235669746,-465962829,-7.2294764,-35.9490835
2904,58436094,Rua José Miguel,Serrotão,-223447568,-490984271,-7.2272063,-35.947624
2905,58436096,Rua Luan Sousa da Silva,Serrotão,-7227380699999990,-359479285,-7.2274245,-35.9478831
2906,58436102,Rua Severina Martins de Araújo,Serrotão,-72270775,-359486819,-7.2271158,-35.948647
2907,58436108,Rua Rosa Maria Bandeira Silva,Serrotão,-7227510499999990,-359488208,-7.2139698,-35.9424413
2908,58436114,Rua Eduardo Sousa Silva,Serrotão,-7227674999999990,-359491313,-7.2276955,-35.9490604
2909,58436120,Rua Elias Gomes de Moura,Serrotão,-7227510000000000,-359497473,-7.2275106,-35.9497093
2910,58436126,Rua José da Guia Ferreira,Serrotão,-72277568,-3594999910000000,-7.227762,-35.9499652
2911,58436132,Rua Luzinete Barbosa da Silva,Serrotão,-72281644,-359500663,-7.2282613,-35.9499858
2912,58436138,Rua João Batista da Silva,Serrotão,-235559436,-4639397839999990,-7.2281843,-35.9505338
2913,58436144,Rua Ademir Santos de Almeida,Serrotão,Nan,Nan,-7.2139698,-35.9424413
2914,58436150,Rua José Carlos Leal,Serrotão,-72285915,-359511294,-7.2139698,-35.9424413
2915,58436156,Rua William de Oliveira,Serrotão,-178541533,-414961287,-7.2139698,-35.9424413
2916,58436162,Rua Rafaela Sousa Silva,Serrotão,-7226121600000000,-359506339,-7.2261729,-35.950681
2917,58436175,Rua Guilhermina Florença da Silva,Serrotão,437695604,112558136,-7.2139698,-35.9424413
2918,58436180,Rua João Vicente dos Santos,Serrotão,-194512049,-4259006249999990,-6.8152099,-38.6541975
2919,58436185,Rua Severino Vicente dos Santos,Serrotão,-7225941499999990,-359515346,-7.2258703,-35.9512786
2920,58436210,Rua José Camilo da Silva,Serrotão,-213114154,-518355925,-7.2243488,-35.9497783
2921,58436220,Rua Aristides Olímpio Maia,Serrotão,-7215502400000000,-359499494,-7.2155024,-35.9499494
2922,58436235,Rua Ulisses Guimarães,Serrotão,-229125288,-4320543869999990,-7.2258703,-35.9499095
2923,58436240,Rua Epitácio Uchôa,Serrotão,-7226132,-359495501,-7.2256371,-35.9495926
2924,58436250,Rua Jonas Brasileiro,Serrotão,-72253341,-35948936,-7.2253341,-35.948936
2925,58436740,Praça do Amor,Serrotão,Nan,Nan,-7.2267194,-35.950337
2926,58436750,Rua José Gomes da Silva,Serrotão,-228807222,-420270838,-7.1469589,-34.9259236
2927,58436790,Rua Nossa Senhora das Dores,Serrotão,-235703195,-465337828,-7.2239218,-35.9054041
2928,58436800,Rua Maria Amélia Sobrinho,Serrotão,-72077004,-359447947,-7.2077006,-35.9447903
2929,58436810,Travessa Maria Amélia Sobrinho,Serrotão,-72077004,-359447947,-7.2077006,-35.9447903
2930,58436840,Rua João Pedro Ferreira da Silva,Serrotão,-72092339,-359403543,-7.2094463,-35.9396399
2931,58437605,2ª Travessa João Pedro Ferreira da Silva,Serrotão,-72082989,-359404019,-7.210386,-35.9396988
2932,58437610,1ª Travessa Santa Terezinha,Serrotão,-72107774,-359251978,-7.2107774,-35.9251978
2933,58437615,Rua Sebastião Calixto,Serrotão,-196295153,-432194272,-7.2096399,-35.9392561
2934,58437620,Rua Padre Antônio,Serrotão,-236103371,-466865679,-7.2098348,-35.9389476
2935,58437630,Rua Maria F. L. de Queiroz,Serrotão,276648274,-815157535,-21.8725332,-42.7005901
2936,58437635,Rua Josemar dos Santos França,Serrotão,-7209846099999990,-359380737,-7.2139698,-35.9424413
2937,58437640,Rua Balbino Alves Barbosa Filho,Serrotão,Nan,Nan,-7.2139698,-35.9424413
2938,58437676,2ª Travessa Santa Terezinha,Serrotão,-27602433,-485386149,-7.210673,-35.9251508
2939,58437680,4ª Travessa Santa Terezinha,Serrotão,-72081768,-3594047219999990,-7.2081768,-35.9404722
2940,58437690,Rua São Januário,Serrotão,-228957753,-432268066,-7.2073187,-35.9307533
2941,58437693,Rua Eutália Henrique de França,Serrotão,Nan,Nan,-7.2139698,-35.9424413
2942,58437710,Rua São Malaquias,Serrotão,-7210903399999990,-359301877,-7.2106678,-35.9300904
2943,58437715,Travessa São Malaquias,Serrotão,-7210903399999990,-359301877,-7.2106678,-35.9300904
2944,58437720,Rua Isaías Sousa do Ó,Serrotão,-72100549,-359320059,-7.210029,-35.9318211
2945,58437740,Travessa Manuel Mota,Serrotão,-72110211,-359377418,-7.2109525,-35.9379805
2946,58437747,Travessa Francisco Afonso,Serrotão,-72086011,-358870209,-7.2145379,-35.926113
2947,58437750,Rua Luiz Malheiros,Serrotão,-72125785,-359260521,-7.2125785,-35.9260521
2948,58437755,Rua Roquete Pinto,Serrotão,-235794804,-46713206,-7.2114148,-35.9267427
2949,58437800,Rua Santa Terezinha,Serrotão,-300406869,-5121007909999990,-7.209098,-35.9364879
