Cep,Rua,Bairro,Lat,Lng
58401740,Rua Capitão Adhemar Maia Paiva,Alto Branco,-7202113099999990,-358835877
58401747,Travessa Severino Verônica,Alto Branco,-7207473,-358869542
58401748,Rua Francisco Afonso de Albuquerque,Alto Branco,-72086011,-358870209
58401750,Rua General Newton Estilac Leal,Alto Branco,-235319185,-468055852
58401755,Rua Adauto Travassos de Moura,Alto Branco,-72037062,-358854575
58401760,Rua da Alvorada,Alto Branco,-236019779,-466809311
58401765,Rua José Batista Chaves,Alto Branco,-72049036,-358868201
58401770,Rua Pedro Bezerra,Alto Branco,-235898941,-467514565
58401780,Rua Severino Verônica,Alto Branco,-7207473,-358869542
58402000,Avenida Marechal Floriano Peixoto,Jardim Tavares,-25479955,-492479242
58402013,Rua Vigário Virgínio,Jardim Tavares,-7216367099999990,-358750987
58402020,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835
58402022,Rua Manoel Elias de Araújo,Jardim Tavares,-7213954500000000,-358738324
58402025,Rua Doutor Raif Ramalho,Jardim Tavares,-7213139099999990,-358752385
58402030,Rua Desembargador Arquilino de Sousa Guimarães,Jardim Tavares,-7213353400000000,-358741303
58402034,Rua José Alves de Souza,Jardim Tavares,-198714374,-440105996
58402037,Rua Maria Vieira César,Jardim Tavares,-7212212399999990,-358732253
58402040,Rua Salvino de Oliveira Neto,Jardim Tavares,-72127575,-358729519
58402045,Rua Nossa Senhora de Lourdes,Jardim Tavares,-229211029,-432546746
58402050,Rua Joaquim José do Vale,Jardim Tavares,-7210988899999990,-358738111
58402053,Rua Epaminondas Macaxeira,Jardim Tavares,-7209674499999990,-358728808
58402056,Rua José Silvestre Soares,Jardim Tavares,-7208583099999990,-358721597
58402060,Rua Buenos Aires,Jardim Tavares,-229039308,-431816902
58402063,Rua José Alves Sobrinho,Jardim Tavares,-217517606,-433845008
58402065,Rua João de Souza Barbosa,Jardim Tavares,-7544558899999990,-357061992
58402068,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835
58402070,Rua Clementino Siqueira,Jardim Tavares,-7206238600000000,-358719693
58402075,Rua Antônio Catão,Jardim Tavares,-7206364899999990,-358739943
58402078,Travessa Antônio Catão,Jardim Tavares,-7206364899999990,-358739943
58402080,Rua Zacarias Lira Pessoa,Jardim Tavares,-72049278,-358709791
58402085,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835
58402090,Rua Apolônio Amorim,Jardim Tavares,-72049822,-358781441
58402100,Rua Manoel Palu,Jardim Tavares,-72060168,-358736136
58402120,Rua Otília Pereira da Cunha,Jardim Tavares,-72100664,-358714268
58402175,Rua Professora Carmem de Abreu Silveira,Jardim Tavares,-72144056,-358654136
58402200,Avenida Tavares,Jardim Tavares,-14084088,-4844558379999990
58402216,Rua José Pinto Sobrinho,Jardim Tavares,-7206495800000000,-35869784
58402300,Rua Álvaro de Araújo Pereira,Jardim Tavares,-7201230199999990,-358723007
58402548,Avenida Manoel Tavares,Jardim Tavares,-7207237199999990,-358753835
58402583,Rua Valdemiro Ferreira da Silva,Nações,-72444705,-359167538
58402587,Vila Santa Cruz,Nações,42026425,230983445
58402590,Rua Vereador Benedito Mota,Nações,-72031083,-358815016
58402595,Rua Frei Damião de Bozzano,Nações,-22814358,-472007527
58402605,Rua Maestro Nelson Ferreira,Nações,-8177342099999990,-349225559
58402610,Rua Capitão Adhemar Maia Paiva,Nações,-7202113099999990,-358835877
58402615,Rua Manoel Elias de Castro,Nações,-72027714,-358825859
58402620,Rua José Palhano,Nações,-71965121,-358814861
58402623,Rua das Castanholas,Nações,-71959963,-358807686
58402640,Rua Melquíades da Silva Viana,Nações,-7191764399999990,-358822707
58402650,Avenida das Nações,Nações,-236077583,-466973162
58402660,Avenida Nicarágua,Nações,205354927,-97461399
58402663,Avenida Bélgica,Nações,231392208,-823571759
58402666,Avenida Flórida,Nações,Nan,Nan
58402668,Avenida Nova Zelândia,Nações,-23635355,-464885011
58402670,Avenida República da Finlândia,Nações,Nan,Nan
58402673,Rua Áustria,Nações,-235737329,-466793966
58402676,Avenida República do Líbano,Nações,-23590308,-466644375
58402680,Avenida Brasil,Nações,296481078,"-9,55729681999999E+015"
58402683,Avenida Iugoslávia,Nações,Nan,Nan
58402690,Avenida Estados Unidos,Nações,186721903,-684382147
58402700,Avenida Holanda,Nações,-334364583,-705988117
58402705,Avenida Bulgária I,Nações,363150737,-61533126
58402710,Avenida Uruguai,Nações,-199513927,-439316673
58402715,Avenida Itália,Nações,-348857864,-561005031
58402720,Rua Antônio Maria da Conceição,Nações,-7217027099999990,-3930160410000000
58402730,Rua Cezarina Barbosa de Oliveira,Nações,-71928779,-35881514
58402733,Rua Professora Zeferina Gaudêncio,Nações,-71925107,-358821749
58402740,Rua Severina B. Pimenteira,Nações,-71921162,-358826891
58402743,Rua José Alves,Nações,-234549446,-466290149
58402747,Avenida Internacional,Nações,324825346,-117003618
58402760,Avenida República Francesa,Nações,-347621861,-582600546
58402763,Avenida República Federal da Alemanha,Nações,-7186029499999990,-358727619
58402766,Avenida República Portuguesa,Nações,3939987199999990,-8224454
58402770,Avenida República Árabe da Síria,Nações,-228052,-432076411
58402790,Avenida Principado de Mônaco,Nações,43746162,7432253
58402793,Avenida Confederação Suíça,Nações,-7186995500000000,-358767847
58402797,Avenida República Oriental do Uruguai,Nações,-32522779,-55765835
58402800,Avenida República Islâmica da Mauritânia,Nações,-71888519,-358775862
58402820,Avenida Grão-Ducado de Luxemburgo,Nações,Nan,Nan
58402825,Avenida Reino Unido da Grã-Bretanha,Nações,538337367,-24290148
58402830,Avenida Antilhas Holandesas,Nações,Nan,Nan
58402835,Avenida República Islândia,Nações,Nan,Nan
58402837,Avenida República da Grécia,Nações,Nan,Nan
58402840,Avenida Bulgária II,Nações,Nan,Nan
58403000,Rua Severino Verônica,Louzeiro,-7207473,-358869542
58403002,Rua Manoel Félix,Louzeiro,-23123439,-464805982
58403004,Rua Pastor Raul de Souza Costa,Louzeiro,-72069223,-358880287
58403006,Rua Evaristo Pereira da Costa,Louzeiro,-72085146,-358892142
58403010,Rua Juvêncio Martins de França,Louzeiro,-7207473,-35888463
58403012,Rua Cecílio Fernandes da Silveira,Louzeiro,Nan,Nan
58403014,Rua Raimundo Viana de Macedo,Louzeiro,-7207499100000000,-358886923
58403016,Rua Isaura Suassuna de Medeiros,Louzeiro,-72072154,-358887721
58403018,Rua Clodoaldo Medeiros de Araújo,Louzeiro,Nan,Nan
58403020,Rua Henrique Dias,Louzeiro,-3003307749999990,-512109284
58403030,Rua Antônio Francisco da Silva,Louzeiro,388304642,"-9,1700625E+015"
58403040,Rua Antônia Gonçalves de Farias,Louzeiro,-72065272,-358895029
58403050,Rua Euclides Severiano,Louzeiro,-72068401,-358911236
58403053,Rua Belarmino Timóteo de Souza,Louzeiro,-72061877,-358924276
58403055,Rua José Teotônio da Luz,Louzeiro,-72047107,-358934423
58403058,Rua Dagoberto Renato Damião de Araújo,Louzeiro,-72056527,-358937254
58403265,Rua Manoel Barbosa de Lima,Louzeiro,-7197856899999990,-358945764
58403268,Rua Jeremias Sérgio de Almeida,Louzeiro,-71995812,-358944415
58403270,Rua Deputado Osmar de Aquino,Louzeiro,-71989258,-358935355
58403272,1ª Travessa Deputado Osmar de Aquino,Louzeiro,-7198810299999990,-358926081
58403274,2ª Travessa Deputado Osmar de Aquino,Louzeiro,-7198667200000000,-358926369
58403280,Rua Manoel Leite Cavalcante,Louzeiro,-71986848,-358959945
58403286,Rua Otília Cavalcante,Louzeiro,-7198192399999990,-358952551
58403290,Rua Quinze de Novembro,Jardim Continental,-254263762,-4925750670000000
58403300,Rua Manoel Leite Cavalcante,Jardim Continental,-71986848,-358959945
58403310,Rua Manoel Barbosa de Lima,Jardim Continental,-7197856899999990,-358945764
58403313,Rua Fenelon Lira de Vasconcelos,Jardim Continental,-71976473,-358940124
58403315,Rua Nilton Vitorino Correia,Jardim Continental,Nan,Nan
58403333,Rua Radialista Geraldo Rodrigues,Jardim Continental,-7195085700000000,-35895048
58403336,Rua José Lourenço Ribeiro,Jardim Continental,-71950258,-35894482
58403340,Rua Sílvio Romero,Jardim Continental,-229149781,-431819011
58403343,Travessa Sílvio Romero,Jardim Continental,-7194398100000000,-3589293869999990
58403346,Rua Luiz Leopoldino de Albuquerque,Jardim Continental,350843859,-106650422
58403348,Rua João Viana Amorim Guedes,Jardim Continental,-7195183300000000,-358926413
58403350,Rua Antônio Alves de Lima,Jardim Continental,-23594126,-466541712
58403351,Travessa Antônio Alves de Lima,Jardim Continental,-7194913799999990,-358907451
58403355,Rua João Domingos dos Santos,Jardim Continental,-231587122,-470605718
58403360,Rua José Quirino Ribeiro,Jardim Continental,-71974887,-358919606
58403362,Travessa José Quirino Ribeiro,Jardim Continental,-71974887,-358919606
58403365,Rua Manoel Geraldo Felismino,Jardim Continental,Nan,Nan
58403370,Rua Francisco Lourenço Ribeiro,Jardim Continental,-7197524500000000,-358914526
58403375,Rua Roberval Ribeiro de Lima,Jardim Continental,-7198024799999990,-358902797
58403380,Rua Antônio Geraldo Felismino,Jardim Continental,Nan,Nan
58403385,Rua Lindolfo Eleutério Sales,Jardim Continental,-7219857999999990,-358686138
58403400,Rua Afonso Dantas Campos,Jardim Continental,-7194913799999990,-358907451
58404000,Rua Olegário Maciel,Jeremias,-217648607,-43353901
58404005,Rua Professor Balbino,Jeremias,-72077527,-358962771
58404022,Rua Francisco Maria de Oliveira,Jeremias,-72087751,-358952052
58404024,Rua Ana de Azevedo,Jeremias,-72100268,-358945235
58404026,Rua Probo Câmara,Jeremias,-7208848100000000,-358979411
58404029,Rua Fernando Pereira dos Santos,Jeremias,-188919877,-483093126
58404032,Rua José Pordeus Ramalho Filho,Jeremias,-72057531,-359031277
58404035,Rua Vereador Augusto Ferreira Ramos,Jeremias,Nan,Nan
58404041,Rua Agripino Diniz,Jeremias,-7207420399999990,-358990017
58404044,Rua José Ribeiro da Costa,Jeremias,391651258,-87919372
58404057,Rua Francisco Borges Costa,Jeremias,-72064163,-358981819
58404060,Travessa São Rafael,Jeremias,-58279043,-352416797
58404063,Travessa São Jorge,Jeremias,-229129814,-436901222
58404066,Rua José Virgínio Lima,Jeremias,-7205575899999990,-358980453
58404069,Rua Simão Bolívar,Jeremias,-25419868,-492496369
58404072,Rua São Rafael,Jeremias,-235593143,-466023042
58404075,Rua São Benedito,Jeremias,-236423051,-466971255
58404078,Rua Santo Agostinho,Jeremias,-198972778,-439189626
58404084,Rua São Jorge,Jeremias,-235302999,-465654348
58404087,Rua São Cosme,Jeremias,-228347554,-471568514
58404090,Rua Santo Inácio,Jeremias,-300232752,-512057499
58404092,Travessa Santo Inácio,Jeremias,-129254793,-384781274
58404093,2ª Travessa Santo Inácio,Jeremias,-129312946,-384637169
58404100,Rua Conde de Monte Cristo,Jeremias,-19878444,-439316498
58404102,Travessa Conde de Monte Cristo,Jeremias,-72028715,-358958368
58404110,Rua Quinze de Novembro,Jeremias,-254263762,-4925750670000000
58404152,Rua Manoel Francisco de Araújo,Jeremias,412035878,-85648541
58404155,Rua Céu do Nascimento Borborema,Jeremias,-72014502,-358999839
58404158,Rua Mecânico José Guedes,Jeremias,Nan,Nan
58404160,Rua Professora Zena Brasileiro,Jeremias,-7202096,-359006115
58404166,Rua Rubens Ferreira dos Santos,Jeremias,-7201933100000000,-358998576
58404168,Rua Antônia Barbosa de Lima,Jeremias,-38450704,-384989631
58404170,Rua Inácio da Costa Sampaio,Jeremias,-72026887,-358989808
58404172,Rua Joaquim Alves Caluête,Jeremias,-72031014,-358993403
58404175,Rua Professor Eurípedes Gomes da Cruz,Jeremias,-72025664,-358998616
58404178,Rua Isabel Cristina Barbosa Dias,Jeremias,-7202753800000000,-359003275
58404180,Rua Possidônio Barbosa e Silva,Jeremias,-72029167,-359007812
58404185,Rua Vicente Tertuliano Barbosa,Jeremias,-72035906,-3589985280000000
58404190,Rua São Gonçalo,Jeremias,411568616,-859653
58404192,Travessa São Gonçalo,Jeremias,-71068167,-348403269
58404196,Rua Luiz Felizberto Filho,Jeremias,-235516299,-463069009
58404198,1ª Travessa São Lucas,Jeremias,-253821152,-492615858
58404200,Rua São Lucas,Jeremias,-300445173,-511671585
58404210,Rua Adalgisa Ramos Raia,Jeremias,-7202410899999990,-359022759
58404215,Rua Maria Estelita Régis,Jeremias,-7202942299999990,-359022385
58404218,Rua José Anchieta Queiroz,Jeremias,-7203544699999990,-359023844
58404222,Rua Antônio Soares da Silva,Jeremias,-235780065,-4802150899999990
58404225,Rua Samuel Simões,Jeremias,-7205488900000000,-358998953
58404250,Avenida Ministro Alcides Carneiro,Araxá,-720532,-359047671
58404257,Rua Nova Palmeira,Araxá,-234903894,-46500566
58404260,Rua Rubenita Wanderley Neiva,Araxá,-7196757199999990,-359097656
58404263,Rua Padre Edelzino Pitiá,Araxá,Nan,Nan
58404266,Rua Dionisia Matias de Figueiredo,Araxá,Nan,Nan
58404270,Rua José Antônio de Moura,Araxá,-72036482,-359068714
58404273,Rua Manoel Crispim Guimarães,Araxá,Nan,Nan
58404290,Rua João Batista Peixoto,Araxá,Nan,Nan
58404300,Rua Claudino César de Castro,Araxá,-7202962899999990,-359063528
58404305,Rua Cláudio César de Castro Passos,Araxá,-72024895,-35908894
58404350,Rua Palmira Cartaxo Leite,Araxá,-72014966,-359074117
58404360,Rua Severina Barros e Silva,Araxá,-7259011800000000,-359215568
58404420,Rua Rosa do Carmo Lima de Oliveira,Araxá,Nan,Nan
58404430,Rua Demerval Trigueiro do Vale,Araxá,Nan,Nan
58404440,Rua Eulâmpia Pereira de Andrade,Araxá,Nan,Nan
58404446,Rua Mecânico José Guedes,Araxá,Nan,Nan
58404450,Rua Quinze de Novembro,Cuités,-254263762,-4925750670000000
58404837,Rua Atenas,Cuités,-235747217,-466740205
58404840,Rua Luxemburgo,Cuités,-23632632,-4651649889999990
58404843,Rua Amsterdan,Cuités,-232162029,-458850485
58404846,Rua Berlim,Cuités,-236234243,-465386311
58404849,Rua Londres,Cuités,-235109019,-465361051
58404852,Rua Dublim,Cuités,5337421990000000,-6363845299999990
58404855,Rua Lisboa,Cuités,-235590712,-466800279
58404858,Rua Estocolmo,Cuités,-237160823,-4658045449999990
58404860,Rua Roma,Cuités,-235227544,-467004628
58404864,Rua Bruxelas,Cuités,-235429961,-466827761
58404867,Rua Madrid,Cuités,404156592,-37083053
58404870,Rua Viena,Cuités,-236132686,-465999766
58404873,Rua Berna,Cuités,-236233355,-465337462
58404876,Rua Bucareste,Cuités,-235723898,-466769086
58404879,Rua Mônaco,Cuités,-235554182,-465474323
58404882,Rua Praga,Cuités,-236259,-465325673
58404885,Rua Varsóvia,Cuités,-237096101,-467056208
58404886,Rua Moscou,Cuités,-228589688,-470310227
58404888,Rua Paris,Cuités,-23541993,-466875207
58404890,Rua Valeta,Cuités,-3815839199999990,-386189882
58404891,Rua João Bosco Vasquez,Cuités,-71988384,-358971169
58406000,Rua Giló Guedes,Santo Antônio,-7218690599999990,-358757691
58406005,Avenida Janúncio Ferreira,Santo Antônio,-7215724,-358796017
58406010,Avenida Marechal Floriano Peixoto,Santo Antônio,-25479955,-492479242
58406015,Rua Santa Cecília,Santo Antônio,-300393772,-511973341
58406020,Rua Arruda Câmara,Santo Antônio,-37902649,-385828906
58406025,Rua Santo Antônio,Santo Antônio,-235519758,-466455744
58406030,Rua Vigário Virgínio,Santo Antônio,-7216367099999990,-358750987
58406035,Rua Joaquim da Silva Zeca,Santo Antônio,-7218232400000000,-358714969
58406040,Rua Ministro José Américo de Almeida,Santo Antônio,-71260772,-348493731
58406050,Travessa Carlos Gomes,Santo Antônio,-22876693,-435812464
58406055,2ª Travessa Princesa Isabel,Santo Antônio,-129419849,-384405672
58406060,Rua Silva Jardim,Santo Antônio,-300272363,-511899836
58406065,Rua Doutor Raif Ramalho,Santo Antônio,-7213139099999990,-358752385
58406070,Travessa Josino Agra,Santo Antônio,-7218802200000000,-358721824
58406075,Rua Princesa Isabel,Santo Antônio,-236179876,-4667882780000000
58406080,Rua Josino Agra,Santo Antônio,-72196291,-358711241
58406090,Rua Severino de Branco,Santo Antônio,-72192419,-358699405
58406095,Travessa Sindolfo Montenegro,Santo Antônio,-7218781399999990,-358695087
58406100,Rua Sindolfo Montenegro,Santo Antônio,-7219479300000000,-358694361
58406105,1ª Travessa Princesa Isabel,Santo Antônio,-1294767,-383748884
58406110,Rua Lino Gomes Filho,Santo Antônio,-7216161799999990,-358661107
58406115,Rua Salvino de Oliveira Neto,Santo Antônio,-72127575,-358729519
58406120,Rua Neuza Borborema de Souza,Santo Antônio,-72154559,-358691937
58406125,Rua Manoel David de Arruda,Santo Antônio,-72151386,-358699474
58406130,Rua Manoel David de Arruda,Castelo Branco,-72151386,-358699474
58406133,Avenida Marechal Floriano Peixoto,Castelo Branco,-25479955,-492479242
58406135,Rua Afonso Agra Filho,Castelo Branco,-7213063599999990,-358696068
58406138,Rua Maria José Carolino de Lima,Castelo Branco,-7213421699999990,-35869456
58406140,Rua Orestes Fialho de Araújo,Castelo Branco,-7213611999999990,-358689557
58406143,Rua João Alves Diniz,Castelo Branco,-7214082800000000,-358690282
58406145,Rua Doutor Aurélio Feitosa Ventura,Castelo Branco,-72139288,-358678054
58406150,Rua Maciel Malheiros,Castelo Branco,-7214817599999990,-358687628
58406155,Rua Neuza Borborema de Souza,Castelo Branco,-72154559,-358691937
58406160,Rua José Gomes de Farias,Castelo Branco,-7214972,-358651496
58406163,Rua Lino Gomes Filho,Castelo Branco,-7216161799999990,-358661107
58406165,Rua Sargento Edson Sales,Castelo Branco,-7219857999999990,-358686138
58406170,Rua Santo Antônio,Castelo Branco,-235519758,-466455744
58406175,Avenida Tavares,Castelo Branco,-14084088,-4844558379999990
58406180,Rua Francisco Antônio do Nascimento,Castelo Branco,-7217212699999990,-358671212
58406183,Rua Josefa Neto de Araujo,Castelo Branco,-235872395,-466327817
58406190,Rua Yayá Afonso Campos,Castelo Branco,-72155359,-35866399
58406195,Rua João Araújo,Castelo Branco,-228523877,-432439268
58406200,Rua Arruda Câmara,Castelo Branco,-37902649,-385828906
58406210,Rua Santa Cecília,Castelo Branco,-300393772,-511973341
58406230,Rua Professora Carmem Abreu Silveira,Castelo Branco,-72144056,-358654136
58406233,Rua Cláudio Alves da Silva,Castelo Branco,-8984579,-382185543
58406270,Rua José Carmélio Machado Veloso,Castelo Branco,-72250551,-3591107179999990
58406290,Rua Rosa do Carmo Lima de Oliveira,Castelo Branco,Nan,Nan
58406440,Rua Alemberg Batista Gomes,Nova Brasília,-7210753200000000,-358541955
58406450,Rua João Amaro de Lima,Nova Brasília,-72274243,-359298976
58406453,Rua Pintor Pedro Correia,Nova Brasília,Nan,Nan
58406455,Rua João Francisco de Sousa,Nova Brasília,377417059,-256739998
